name,sci,kingdom,phylum,class,order,family,genus,mass_g,wild,captive,unrecorded,average,maximum,colonial,pred_global,pred_class,lq_global_maximum,lq_class_maximum,quality,note
Sea carp,Nemadactylus valenciennesi,Animalia,Chordata,Actinopterygii,Centrarchiformes,Latridae,Nemadactylus,10254.1,21.0,,,21.0,21.0,False,21.7701,21.9303,0.9646,0.9576,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Dwarf caiman,Paleosuchus palpebrosus,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Paleosuchus,5900.0,,24.1,,24.1,24.1,False,19.6182,25.1741,1.2284,0.9573,B,
Chital,Axis axis,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,36000.0,,20.8,,20.8,20.8,False,27.578,21.7324,0.7542,0.9571,A,
Hawaiian Monk Seal,Monachus schauinslandi,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Monachus,197758.0,,,30.0,30.0,30.0,False,38.008,31.3552,0.7893,0.9568,B,
nan,Capoeta fusca,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Capoeta,25.9,,,5.0,5.0,5.0,False,7.0587,5.2266,0.7083,0.9567,C,
Muskrat,Ondatra zibethicus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ondatra,1200.0,4.0,10.0,,7.0,10.0,False,14.5351,10.4532,0.688,0.9566,B,
Alpine Field Mouse,Apodemus alpicola,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,29.375,,,4.5,4.5,4.5,False,7.2281,4.7048,0.6226,0.9565,B,
Nepalese Field Mouse,Apodemus gurkha,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,29.375,,,4.5,4.5,4.5,False,7.2281,4.7048,0.6226,0.9565,B,
Caucasus Field Mouse,Apodemus ponticus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,29.375,,,4.5,4.5,4.5,False,7.2281,4.7048,0.6226,0.9565,B,
Humpback whitefish,Coregonus pidschian,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,1900.0,14.0,,,14.0,14.0,False,15.8488,14.6385,0.8833,0.9564,B,
Yellow-necked mouse,Apodemus flavicollis,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,29.4,,4.5,,4.5,4.5,False,7.2292,4.7056,0.6225,0.9563,B,
Yellowback seabream,Evynnis tumifrons,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sparidae,Evynnis,1000.0,,,12.0,12.0,12.0,False,14.0445,12.5505,0.8544,0.9561,C,
Common dab,Limanda limanda,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,1000.0,12.0,,,12.0,12.0,False,14.0445,12.5505,0.8544,0.9561,C,
nan,Dipturus chinensis,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,2544.8,15.0,,,15.0,15.0,False,16.7453,15.7009,0.8958,0.9554,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Angayukaksurak char,Salvelinus anaktuvukensis,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,302.307,9.0,,,9.0,9.0,False,11.2118,9.4208,0.8027,0.9553,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Shortfin mako,Isurus oxyrinchus,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Isurus,60000.0,32.0,,,32.0,32.0,False,30.3625,33.4973,1.0539,0.9553,B,
Mulga parrot,Psephotus varius,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,61.5,,11.8,,11.8,11.8,False,8.3071,12.354,1.4205,0.9552,B,
Black-headed honeyeater,Melithreptus affinis,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Melithreptus,15.0,8.7,,,8.7,8.7,False,6.3688,9.1113,1.366,0.9549,B,
Northern hog sucker,Hypentelium nigricans,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Hypentelium,700.0,11.0,,,11.0,11.0,False,13.1322,11.5218,0.8376,0.9547,B,
Great reed-warbler,Acrocephalus arundinaceus,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,30.0,10.1,,,10.1,10.1,False,7.2568,10.5812,1.3918,0.9545,B,
Naked-soled Conyrat,Reithrodon typicus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodon,75.45,,,5.5,5.5,5.5,False,8.6331,5.7636,0.6371,0.9543,B,
Bush dog,Speothos venaticus,Animalia,Chordata,Mammalia,Carnivora,Canidae,Speothos,6000.0,,14.1,,14.1,14.1,False,19.6804,14.7794,0.7164,0.954,B,
Tarbagan Marmot,Marmota sibirica,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,8000.0,,,15.0,15.0,15.0,False,20.7759,15.7233,0.722,0.954,B,
Rock cook,Centrolabrus exoletus,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Centrolabrus,56.0779,6.0,,,6.0,6.0,False,8.164,6.2901,0.7349,0.9539,B,
Bluetail Monitor,Varanus doreanus,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,1287.0,,,17.4,17.4,17.4,False,14.7279,18.251,1.1814,0.9534,B,
-999,Varanus finschi,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,1287.0,,,17.4,17.4,17.4,False,14.7279,18.251,1.1814,0.9534,B,
"Indian monitor lizard, or Indian monitor",Varanus indicus,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,1287.0,,17.4,,17.4,17.4,False,14.7279,18.251,1.1814,0.9534,B,
Solomon Island Spiny Monitor,Varanus spinulosus,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,1287.0,,,17.4,17.4,17.4,False,14.7279,18.251,1.1814,0.9534,B,
"Common whitethroat, or Whitethroat",Sylvia communis,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,17.7,9.0,,,9.0,9.0,False,6.5705,9.4426,1.3698,0.9531,B,
Caribbean red snapper,Lutjanus purpureus,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,5500.0,18.0,,,18.0,18.0,False,19.3606,18.8876,0.9297,0.953,B,
Fourspine stickleback,Apeltes quadracus,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,3.1259,3.0,,,3.0,3.0,False,4.7403,3.1479,0.6329,0.953,B,
Basra Reed Warbler,Acrocephalus griseldis,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,30.0,,,10.0833,10.0833,10.0833,False,7.2568,10.5812,1.3895,0.9529,B,
Smooth skate,Malacoraja senta,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Malacoraja,1929.81,14.0,,,14.0,14.0,False,15.8953,14.6933,0.8808,0.9528,B,
Long-eared hedgehog,Hemiechinus auritus,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Hemiechinus,342.0,,7.6,,7.6,7.6,False,11.4753,7.9788,0.6623,0.9525,B,
Indian Long-eared Hedgehog,Hemiechinus collaris,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Hemiechinus,342.0,,,7.6,7.6,7.6,False,11.4753,7.9788,0.6623,0.9525,B,
Airbreathing shellear,Kneria auriculata,Animalia,Chordata,Actinopterygii,Gonorynchiformes,Kneriidae,Kneria,3.1344,3.0,,,3.0,3.0,False,4.7427,3.15,0.6326,0.9524,B,
-999,Varanus jobiensis,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,1293.5,,,17.4,17.4,17.4,False,14.7419,18.2704,1.1803,0.9524,B,
Small five-toed jerboa,Allactaga elater,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,58.7,,5.2,,5.2,5.2,False,8.2345,5.4605,0.6315,0.9523,B,
Vinogradov's Jerboa,Allactaga vinogradovi,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,58.7,,,5.2,5.2,5.2,False,8.2345,5.4605,0.6315,0.9523,B,
Azara's agouti,Dasyprocta azarae,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,2650.0,,11.8,,11.8,11.8,False,16.8735,12.3962,0.6993,0.9519,B,
Indian flapshell turtle,Lissemys punctata,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Lissemys,1444.5,,17.8,,17.8,17.8,False,15.0516,18.7015,1.1826,0.9518,B,
Burmese Flap-shelled Turtle,Lissemys scutata,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Lissemys,1444.5,,,17.8,17.8,17.8,False,15.0516,18.7015,1.1826,0.9518,B,
Pumpkinseed,Lepomis gibbosus,Animalia,Chordata,Actinopterygii,Centrarchiformes,Centrarchidae,Lepomis,1020.0,12.0,,,12.0,12.0,False,14.097,12.6102,0.8512,0.9516,C,
Lebanon Viper,Montivipera bornmuelleri,Animalia,Chordata,Reptilia,Squamata,Viperidae,Montivipera,986.0,,,16.4,16.4,16.4,False,14.0073,17.2524,1.1708,0.9506,B,
Caucasus Viper,Montivipera raddei,Animalia,Chordata,Reptilia,Squamata,Viperidae,Montivipera,986.0,,,16.4,16.4,16.4,False,14.0073,17.2524,1.1708,0.9506,B,
Longfin grenadier,Coryphaenoides longifilis,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,2600.0,15.0,,,15.0,15.0,False,16.8131,15.7819,0.8922,0.9505,C,
Goldcrest,Regulus regulus,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,5.6,7.0,,,7.0,7.0,False,5.2903,7.3662,1.3232,0.9503,B,
Black-striped pipefish,Syngnathus abaster,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus,10.5009,,,4.0,4.0,4.0,False,5.9552,4.2093,0.6717,0.9503,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Red-and-blue lory,Eos histrio,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,204.0,,15.2,,15.2,15.2,False,10.4114,16.0023,1.4599,0.9499,B,
Brown basilisk,Basiliscus vittatus,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,60.87,,9.1,,9.1,9.1,False,8.291,9.5807,1.0976,0.9498,B,
New Holland Pseudomys,Pseudomys novaehollandiae,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,17.4,,,3.9917,3.9917,3.9917,False,6.5493,4.2034,0.6095,0.9496,B,
Eastern Yellow Wagtail,Motacilla tschutschensis,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,16.55,,,8.834,8.834,8.834,False,6.4879,9.3067,1.3616,0.9492,B,
Great blue heron,Ardea herodias,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,1870.0,24.5,,,24.5,24.5,False,15.8014,25.8116,1.5505,0.9492,B,
Rakery beaconlamp,Lampanyctus macdonaldi,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Lampanyctus,57.2686,,,6.0,6.0,6.0,False,8.1963,6.3219,0.732,0.9491,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Common goldeneye,Bucephala clangula,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,895.86,20.9,,,20.9,20.9,False,13.7567,22.0216,1.5193,0.9491,B,
Tigris scraper,Capoeta umbla,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Capoeta,1034.21,,,12.0,12.0,12.0,False,14.1338,12.6521,0.849,0.9485,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Ruff,Philomachus pugnax,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Philomachus,136.0,13.9,,,13.9,13.9,False,9.6461,14.6617,1.441,0.9481,B,
nan,Gymnocypris eckloni,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Gymnocypris,1036.8,,,12.0,12.0,12.0,False,14.1404,12.6597,0.8486,0.9479,C,
Coosa darter,Etheostoma coosae,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Etheostoma,3.198,3.0,,,3.0,3.0,False,4.7607,3.1652,0.6302,0.9478,B,
Iowa darter,Etheostoma exile,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Etheostoma,3.198,3.0,,,3.0,3.0,False,4.7607,3.1652,0.6302,0.9478,B,
Hog badger,Arctonyx collaris,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Arctonyx,10500.0,,15.8,,15.8,15.8,False,21.8675,16.6708,0.7225,0.9478,B,
King weakfish,Macrodon ancylodon,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sciaenidae,Macrodon,109.6,,,7.0,7.0,7.0,False,9.2619,7.3864,0.7558,0.9477,C,
Black vulture,Coragyps atratus,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,2270.0,25.5,,,25.5,25.5,False,16.3888,26.9142,1.5559,0.9475,B,
Fish doctor,Gymnelus viridis,Animalia,Chordata,Actinopterygii,Perciformes/Zoarcoidei,Zoarcidae,Gymnelus,1039.25,,,12.0,12.0,12.0,False,14.1467,12.6669,0.8483,0.9474,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Spotted whiting,Sillaginodes punctatus,Animalia,Chordata,Actinopterygii,Perciformes,Sillaginidae,Sillaginodes,2640.0,15.0,,,15.0,15.0,False,16.8615,15.8398,0.8896,0.947,B,
Winter flounder,Pseudopleuronectes americanus,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,1980.0,14.0,,,14.0,14.0,False,15.9724,14.784,0.8765,0.947,B,
Lesser adjutant,Leptoptilos javanicus,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,5710.0,,31.1,,31.1,31.1,False,19.4977,32.8419,1.5951,0.947,B,
Mourning warbler,Geothlypis philadelphia,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,10.0,7.9,,,7.9,7.9,False,5.9007,8.348,1.3388,0.9463,B,
New England cottontail,Sylvilagus transitionalis,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,902.6,,9.3,,9.3,9.3,False,13.7761,9.8318,0.6751,0.9459,B,
Eurasian nightjar,Caprimulgus europaeus,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,67.0,11.9,,,11.9,11.9,False,8.4422,12.5845,1.4096,0.9456,B,
nan,Gymnocypris przewalskii,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Gymnocypris,1993.26,,,14.0,14.0,14.0,False,15.9925,14.8077,0.8754,0.9455,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Hairy-tailed Mole,Parascalops breweri,Animalia,Chordata,Mammalia,Eulipotyphla,Talpidae,Parascalops,50.645,,,5.0,5.0,5.0,False,8.0088,5.2898,0.6243,0.9452,B,
Spectral Bat,Vampyrum spectrum,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Vampyrum,171.61,,,6.5,6.5,6.5,False,10.0779,6.8785,0.645,0.945,B,
Northern Luzon slender-tailed cloud rat,Phloeomys pallidus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Phloeomys,1744.0,,10.7,,10.7,10.7,False,15.5952,11.3289,0.6861,0.9445,B,
Siberian dace,Leuciscus baicalensis,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Leuciscus,250.0,,,8.5,8.5,8.5,False,10.8178,9.0013,0.7857,0.9443,C,
Jacksmelt,Atherinopsis californiensis,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Atherinopsis,733.436,11.0,,,11.0,11.0,False,13.2481,11.6514,0.8303,0.9441,B,
Snail kite,Rostrhamus sociabilis,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rostrhamus,352.5,17.0,,,17.0,17.0,False,11.5408,18.0068,1.473,0.9441,B,
Bartail flathead,Platycephalus indicus,Animalia,Chordata,Actinopterygii,Perciformes/Scorpaenoidei,Platycephalidae,Platycephalus,3500.0,,,16.0,16.0,16.0,False,17.781,16.9477,0.8998,0.9441,C,
Western Harvest Mouse,Reithrodontomys megalotis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,10.72,,,3.575,3.575,3.575,False,5.9784,3.7873,0.598,0.9439,B,
Zacatecan Harvest Mouse,Reithrodontomys zacatecae,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,10.72,,,3.575,3.575,3.575,False,5.9784,3.7873,0.598,0.9439,B,
Golden charr,Salvelinus youngeri,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,317.886,,,9.0,9.0,9.0,False,11.3183,9.535,0.7952,0.9439,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Yellow perch,Perca flavescens,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Perca,1055.25,12.0,,,12.0,12.0,False,14.1875,12.7134,0.8458,0.9439,B,
Wood sandpiper,Tringa glareola,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,62.5,11.7,,,11.7,11.7,False,8.3323,12.3971,1.4042,0.9438,B,
Typical striped grass mouse,Lemniscomys striatus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lemniscomys,42.3,,4.8,,4.8,4.8,False,7.7418,5.0888,0.62,0.9432,B,
Reischek's Parakeet,Cyanoramphus hochstetteri,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,82.1,,,12.4,12.4,12.4,False,8.7715,13.1487,1.4137,0.9431,B,
Short-tailed Singing Mouse,Scotinomys teguina,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Scotinomys,12.0,,,3.6583,3.6583,3.6583,False,6.1068,3.8804,0.5991,0.9428,B,
Roanoke hog sucker,Hypentelium roanokense,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Hypentelium,27.5886,5.0,,,5.0,5.0,False,7.1432,5.3063,0.7,0.9423,B,
Mooneye,Hiodon tergisus,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Hiodontidae,Hiodon,498.85,10.0,,,10.0,10.0,False,12.3206,10.6229,0.8116,0.9414,B,
Grey wrasse,Symphodus cinereus,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Labridae,Symphodus,59.2615,6.0,,,6.0,6.0,False,8.2493,6.3739,0.7273,0.9413,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Brown water python,Liasis fuscus,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Liasis,10592.0,,26.8,,26.8,26.8,False,21.9035,28.4857,1.2236,0.9408,B,
White rhinoceros,Ceratotherium simum,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,2300000.0,40.0,50.0,,45.0,50.0,False,60.3294,53.1633,0.8288,0.9405,B,
Red-breasted merganser,Mergus serrator,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,1020.6,21.3,,,21.3,21.3,False,14.0985,22.6499,1.5108,0.9404,B,
Mottled twister,Bellapiscis lesleyae,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Bellapiscis,3.3112,3.0,,,3.0,3.0,False,4.792,3.1917,0.626,0.9399,B,
Pearl perch,Glaucosoma scapulare,Animalia,Chordata,Actinopterygii,Acropomatiformes,Glaucosomatidae,Glaucosoma,7300.0,19.0,,,19.0,19.0,False,20.4208,20.2144,0.9304,0.9399,C,
Magpie goose,Anseranas semipalmata,Animalia,Chordata,Aves,Anseriformes,Anseranatidae,Anseranas,2071.0,24.8,,,24.8,24.8,False,16.1081,26.3866,1.5396,0.9399,B,
Pacific halibut,Hippoglossus stenolepis,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,199650.0,42.0,,,42.0,42.0,False,38.0762,44.6888,1.1031,0.9398,B,
Red grouper,Epinephelus morio,Animalia,Chordata,Actinopterygii,Perciformes/Serranoidei,Epinephelidae,Epinephelus,23000.0,25.0,,,25.0,25.0,False,25.3468,26.6173,0.9863,0.9392,C,
Indian Stone-curlew,Burhinus indicus,Animalia,Chordata,Aves,Charadriiformes,Burhinidae,Burhinus,459.0,,,17.9,17.9,17.9,False,12.129,19.0624,1.4758,0.939,B,
Eurasian thick-knee,Burhinus oedicnemus,Animalia,Chordata,Aves,Charadriiformes,Burhinidae,Burhinus,459.0,17.9,,,17.9,17.9,False,12.129,19.0624,1.4758,0.939,B,
Fox sparrow,Passerella iliaca,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Passerella,35.5,10.3,,,10.3,10.3,False,7.4905,10.9727,1.3751,0.9387,B,
White-throated swift,Aeronautes saxatalis,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aeronautes,31.0,10.0,,,10.0,10.0,False,7.3017,10.6564,1.3695,0.9384,B,
Swamp wallaby,Wallabia bicolor,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,14625.0,,16.8,,16.8,16.8,False,23.2754,17.9029,0.7218,0.9384,B,
Painted greenling,Oxylebius pictus,Animalia,Chordata,Actinopterygii,Perciformes/Cottoidei,Zaniolepididae,Oxylebius,199.406,8.0,,,8.0,8.0,False,10.3668,8.5262,0.7717,0.9383,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Cocoi heron,Ardea cocoi,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,1937.7,,24.4,,24.4,24.4,False,15.9076,26.0104,1.5339,0.9381,B,
Atlantic cutlassfish,Trichiurus lepturus,Animalia,Chordata,Actinopterygii,Perciformes,Trichiuridae,Trichiurus,2750.0,15.0,,,15.0,15.0,False,16.9916,15.9956,0.8828,0.9378,B,
Golden-backed tree rat,Mesembriomys macrurus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mesembriomys,268.5,,7.1,,7.1,7.1,False,10.9642,7.574,0.6476,0.9374,B,
Sandbar shark,Carcharhinus plumbeus,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,65000.0,,,32.0,32.0,32.0,False,30.8236,34.1464,1.0382,0.9371,B,
nan,Percilia irwini,Animalia,Chordata,Actinopterygii,Centrarchiformes,Perciliidae,Percilia,11.129,4.0,,,4.0,4.0,False,6.0207,4.2683,0.6644,0.9371,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Corfu toothcarp,Valencia letourneuxi,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Valenciidae,Valencia,3.3551,3.0,,,3.0,3.0,False,4.8039,3.2018,0.6245,0.937,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Green tree python,Morelia viridis,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,3113.0,,20.6,,20.6,20.6,False,17.393,21.9941,1.1844,0.9366,B,
Giant centipede,Scolopendra gigantea,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,50.0,10.0,10.0,,10.0,10.0,False,7.9895,10.678,1.2516,0.9365,C,
Manzano Mountain Cottontail,Sylvilagus cognatus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,1207.19,,,9.8,9.8,9.8,False,14.5514,10.4666,0.6735,0.9363,B,
Robust Cottontail,Sylvilagus robustus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,1207.19,,,9.8,9.8,9.8,False,14.5514,10.4666,0.6735,0.9363,B,
Scaly-headed parrot,Pionus maximiliani,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,293.0,,16.2,,16.2,16.2,False,11.1459,17.3026,1.4534,0.9363,B,
European mink,Mustela lutreola,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,590.0,,8.4,,8.4,8.4,False,12.7162,8.9722,0.6606,0.9362,B,
Alaska blackfish,Dallia pectoralis,Animalia,Chordata,Actinopterygii,Esociformes,Umbridae,Dallia,201.3,8.0,,,8.0,8.0,False,10.3853,8.5456,0.7703,0.9362,B,
Garden dormouse,Eliomys quercinus,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Eliomys,82.5,,5.5,,5.5,5.5,False,8.7795,5.8755,0.6265,0.9361,B,
Hodgson's Giant Flying Squirrel,Petaurista magnificus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,1780.0,,,10.65,10.65,10.65,False,15.6553,11.3788,0.6803,0.9359,B,
Bhutan Giant Flying Squirrel,Petaurista nobilis,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,1780.0,,,10.65,10.65,10.65,False,15.6553,11.3788,0.6803,0.9359,B,
Red-throated diver,Gavia stellata,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,1816.0,,,24.0,24.0,24.0,False,15.7144,25.6489,1.5273,0.9357,B,
Yellow-throated Squirrel,Sciurus gilvigularis,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,490.17,,,8.0667,8.0667,8.0667,False,12.28,8.6214,0.6569,0.9357,B,
Longfin Irish lord,Hemilepidotus zapus,Animalia,Chordata,Actinopterygii,Perciformes/Cottoidei,Cottidae,Hemilepidotus,330.0,9.0,,,9.0,9.0,False,11.3983,9.6209,0.7896,0.9355,C,
Glossy snake,Arizona elegans,Animalia,Chordata,Reptilia,Squamata,Colubridae,Arizona,2189.0,,19.1,,19.1,19.1,False,16.2771,20.4176,1.1734,0.9355,B,
Alaska Marmot,Marmota broweri,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,3180.0,,,12.0583,12.0583,12.0583,False,17.4628,12.8922,0.6905,0.9353,B,
Norfolk Parakeet,Cyanoramphus cookii,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,85.35,,,12.4,12.4,12.4,False,8.8359,13.2593,1.4034,0.9352,B,
Macquarie Parakeet,Cyanoramphus erythrotis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,85.35,,,12.4,12.4,12.4,False,8.8359,13.2593,1.4034,0.9352,B,
New Caledonian Parakeet,Cyanoramphus saisseti,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,85.35,,,12.4,12.4,12.4,False,8.8359,13.2593,1.4034,0.9352,B,
Lord Howe Parakeet,Cyanoramphus subflavescens,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,85.35,,,12.4,12.4,12.4,False,8.8359,13.2593,1.4034,0.9352,B,
Blyth's reed-warbler,Acrocephalus dumetorum,Animalia,Chordata,Aves,Passeriformes,Acrocephalidae,Acrocephalus,11.2,8.0,,,8.0,8.0,False,6.0279,8.5546,1.3272,0.9352,B,
Haddock,Melanogrammus aeglefinus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,9240.0,20.0,,,20.0,20.0,False,21.3474,21.3895,0.9369,0.935,B,
Pighead prickleback,Acantholumpenus mackayi,Animalia,Chordata,Actinopterygii,Perciformes/Zoarcoidei,Lumpenidae,Acantholumpenus,1097.85,12.0,,,12.0,12.0,False,14.2936,12.8346,0.8395,0.935,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Creek chub,Semotilus atromaculatus,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Semotilus,203.423,8.0,,,8.0,8.0,False,10.4058,8.5671,0.7688,0.9338,B,
Lined butterflyfish,Chaetodon lineolatus,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,516.103,10.0,,,10.0,10.0,False,12.3998,10.7098,0.8065,0.9337,B,
