common_name,scientific_name,kingdom,phylum,class,order,family,genus,mass_g,wild_yr,captive_yr,colonial,quality,note
Ovenbird,Seiurus aurocapilla,Animalia,Chordata,Aves,Passeriformes,Parulidae,Seiurus,18.8,11,,no,B,
Calliope Hummingbird,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,2.6325,7,,no,B,
Broad-tailed hummingbird,Selasphorus platycercus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,4.2,14,,no,B,
Rufous hummingbird,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,3.5,8.9,,no,B,
Allen's Hummingbird,Selasphorus sasin,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,3.1675,5.91667,,no,B,
Yellow-throated scrubwren,Sericornis citreogularis,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Sericornis,17.4,15.6,,no,B,
White-browed scrubwren,Sericornis frontalis,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Sericornis,13.4,17.6,,no,B,
Regent bowerbird,Sericulus chrysocephalus,Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Sericulus,100,17.2,,no,B,
Canary,Serinus canaria,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Serinus,20,10,24,no,B,
European Serin,Serinus serinus,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Serinus,11.95,13.3333,,no,B,
Syrian Serin,Serinus syriacus,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Serinus,11.7,6.917,,no,B,
Adelaide's warbler,Setophaga adelaidae,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,7,10.6,,no,B,
American Yellow Warbler,Setophaga aestiva,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,10,11,,no,B,
Northern parula,Setophaga americana,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,7.9,7,,no,B,
Audubon's Warbler,Setophaga auduboni,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,12.55,8.75,,no,B,
Black-throated blue warbler,Setophaga caerulescens,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,10.2,10,,no,B,
Bay-breasted warbler,Setophaga castanea,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,11.5,4.9,,no,B,
Cerulean warbler,Setophaga cerulea,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,8.625,6,,no,B,
Golden-cheeked warbler,Setophaga chrysoparia,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,10.2,11,,no,B,
Hooded warbler,Setophaga citrina,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,10.6,8.2,,no,B,
Yellow-rumped (myrtle) warbler,Setophaga coronata,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,12,10,,no,B,
Prairie warbler,Setophaga discolor,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,7,10.3,,no,B,
Yellow-throated warbler,Setophaga dominica,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,9.7,6.1,,no,B,
Bahama Warbler,Setophaga flavescens,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,9.7,5.1,,no,B,
Blackburnian warbler,Setophaga fusca,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,9,8.2,,no,B,
Goldman's Warbler,Setophaga goldmani,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,12.55,8.75,,no,B,
Kirtland's warbler,Setophaga kirtlandii,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,15.5,9,,no,B,
Magnolia warbler,Setophaga magnolia,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,7.5,8,,no,B,
Hermit warbler,Setophaga occidentalis,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,10,9.1,,no,B,
"Palm warbler, or Western palm warbler",Setophaga palmarum,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,10.3,6.6,,no,B,
Chestnut-sided warbler,Setophaga pensylvanica,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,9,6.9,,no,B,
Yellow warbler,Setophaga petechia,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,9.8,11,,no,B,
Pine warbler,Setophaga pinus,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,11.8,10.2,,no,B,
American redstart,Setophaga ruticilla,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,8.5,10.1,,no,B,
Blackpoll warbler,Setophaga striata,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,15,8.1,,no,B,
Cape May Warbler,Setophaga tigrina,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,10.58,4.34,,no,B,
Townsend's warbler,Setophaga townsendi,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,8.85,10.7,,no,B,
Black-throated green warbler,Setophaga virens,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,9,6,,no,B,
Mountain bluebird,Sialia currucoides,Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,29.6,9,,no,B,
Western bluebird,Sialia mexicana,Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,26.5,8.7,,no,B,
Eastern bluebird,Sialia sialis,Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,30.5,10.5,,no,B,
Siberian Nuthatch,Sitta arctica,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,22.4,12.917,,no,B,
Red-breasted nuthatch,Sitta canadensis,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,11.2,7.5,,no,B,
White-breasted nuthatch,Sitta carolinensis,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,20.5,9.8,,no,B,
"Wood nuthatch, or Eurasian nuthatch",Sitta europaea,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,20.4,12.9,,no,B,
Chestnut-vented Nuthatch,Sitta nagaensis,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,21.25,12.917,,no,B,
Western Rock Nuthatch,Sitta neumayer,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,31,6,,no,B,
Brown-headed nuthatch,Sitta pusilla,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,10.8,5.8,,no,B,
Pygmy nuthatch,Sitta pygmaea,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,10.7,8.2,,no,B,
Weebill,Smicrornis brevirostris,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,Smicrornis,5.35,7.4,,no,B,
Spectacled eider,Somateria fischeri,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,1558,18,,no,C,
Common eider,Somateria mollissima,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,2200,36,,no,B,
King eider,Somateria spectabilis,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,1617,18.9,,no,C,
Green figbird (hang-nest),Sphecotheres viridis,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Sphecotheres,121.5,,18,no,B,
African penguin,Spheniscus demersus,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,3100,27,40,no,B,
Humboldt Penguin,Spheniscus humboldti,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,4379,30,,no,B,
Magellanic penguin,Spheniscus magellanicus,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,4000,30,,no,B,
Galapagos penguin,Spheniscus mendiculus,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,1932.5,17.7,,no,B,
Red-naped sapsucker,Sphyrapicus nuchalis,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,48.5,4.9,,no,B,
Red-breasted sapsucker,Sphyrapicus ruber,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,55,4.8,,no,B,
Yellow-bellied sapsucker,Sphyrapicus varius,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,45,7.8,,no,B,
Spotted Dove,Spilopelia chinensis,Animalia,Chordata,Aves,Columbiformes,Columbidae,Spilopelia,159,9.8,,no,B,
Laughing Dove,Spilopelia senegalensis,Animalia,Chordata,Aves,Columbiformes,Columbidae,Spilopelia,101,5.75,,no,B,
Pine siskin,Spinus pinus,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,12.7,11,,no,B,
Lesser goldfinch,Spinus psaltria,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,9.23,5.7,,no,B,
Eurasian siskin,Spinus spinus,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,13.2,13.5,,no,B,
American goldfinch,Spinus tristis,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,12.8,13,,no,B,
Dickcissel,Spiza americana,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Spiza,33,4.8,,no,B,
American Tree Sparrow,Spizella arborea,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella,17.85,10.8,,no,B,
Brewer's sparrow,Spizella breweri,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,11,6.2,,no,B,
Clay-colored sparrow,Spizella pallida,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,11.45,6.9,,no,B,
Chipping sparrow,Spizella passerina,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,12.2,11.8,,no,B,
Field sparrow,Spizella pusilla,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,12.5,10.3,,no,B,
Worthen's Sparrow,Spizella wortheni,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella,12.5,10.3333,,no,B,
American tree sparrow,Spizelloides arborea,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizelloides,16.6,10.8,,no,B,
White-collared seedeater,Sporophila torqueola,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,8.7,11.7,,no,B,
Beautiful firetail,Stagonopleura bella,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Stagonopleura,14,4.5,,no,B,
Diamond firetail,Stagonopleura guttata,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Stagonopleura,17.6,5.4,,no,B,
Red-eared firetail,Stagonopleura oculata,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Stagonopleura,13,5.2,,no,B,
Southern rough-winged swallow,Stelgidopteryx ruficollis,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Stelgidopteryx,16,5.9,,no,B,
Northern rough-winged swallow,Stelgidopteryx serripennis,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Stelgidopteryx,15.7,5.9,,no,B,
Calliope hummingbird,Stellula calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Stellula,2.6,7,,no,B,
Crowned Eagle,Stephanoaetus coronatus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Stephanoaetus,3643.75,18,,no,B,
Brown skua,Stercorarius antarcticus,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,1687,28.8,,no,B,
Chilean Skua,Stercorarius chilensis,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,1413,34.5,,no,B,
Long-tailed jaeger,Stercorarius longicaudus,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,298,14,,no,B,
South polar skua,Stercorarius maccormicki,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,1349,23.5,,no,B,
Parasidic jaeger,Stercorarius parasiticus,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,445.5,31.1,,no,B,
Great skua,Stercorarius skua,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,1340,35.9,,no,B,
Roseate tern,Sterna dougallii,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,112,25.7,,no,B,
Forster's tern,Sterna forsteri,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,158,15.8,,no,B,
Common tern,Sterna hirundo,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,120,33,,no,B,
Arctic tern,Sterna paradisaea,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,110,34,,no,A,
Little tern,Sternula albifrons,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,31,23.9,,no,B,
Least tern,Sternula antillarum,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,40,24.1,,no,B,
Fairy tern,Sternula nereis,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,72.15,17.2,,no,B,
Saunders's Tern,Sternula saundersi,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,42.5,23.917,,no,B,
Southern emu-wren,Stipiturus malachurus,Animalia,Chordata,Aves,Passeriformes,Maluridae,Stipiturus,7.525,3.7,,no,B,
Black currawong,Strepera fuliginosa,Animalia,Chordata,Aves,Passeriformes,Cracticidae,Strepera,343,24,,no,B,
Pied currawong,Strepera graculina,Animalia,Chordata,Aves,Passeriformes,Cracticidae,Strepera,283.5,24.2,,no,B,
Grey currawong,Strepera versicolor,Animalia,Chordata,Aves,Passeriformes,Cracticidae,Strepera,400,19.6,,no,B,
Spotted dove,Streptopelia chinensis,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,159,16.7,,no,B,
Eurasian collared dove,Streptopelia decaocto,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,200,17,,no,B,
African Collared Dove,Streptopelia roseogrisea,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,153.5,12,,no,B,
Red Turtle Dove,Streptopelia tranquebarica,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,103,5.33333,,no,B,
European turtle-dove,Streptopelia turtur,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,132,13.2,,no,B,
Kakapo,Strigops habroptila,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Strigops,1750,,60,no,B,
Kakapo,Strigops habroptilus,Animalia,Chordata,Aves,Psittaciformes,Strigopidae,Strigops,2000,60,,no,B,
Tawny owl,Strix aluco,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,450,22,27,no,B,
Pere David's Owl,Strix davidi,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,783,23.834,,no,B,
Fulvous Owl,Strix fulvescens,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,716.5,24,,no,B,
Great grey owl,Strix nebulosa,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,1120,16.1,,no,B,
Himalayan Owl,Strix nivicolum,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,496.5,22.4167,,no,B,
Spotted owl,Strix occidentalis,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,588.7,,25,no,B,
Mexican Barred Owl,Strix sartorii,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,716.5,24,,no,B,
Ural owl,Strix uralensis,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,784.5,23.8,,no,B,
Barred owl,Strix varia,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,715,34,,no,B,
Apostlebird,Struthidea cinerea,Animalia,Chordata,Aves,Passeriformes,Corcoracidae,Struthidea,132,,25,no,B,
Ostrich,Struthio camelus,Animalia,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,120000,30,62,no,B,
Somali Ostrich,Struthio molybdophanes,Animalia,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,109250,50,,no,B,
Eastern meadowlark,Sturnella magna,Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,94.71,12.6,,no,B,
Western meadowlark,Sturnella neglecta,Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,85,,10,no,B,
-999,Sturnus roseus,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,68.125,11,,no,B,
Spotless Starling,Sturnus unicolor,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,87.8,8.5,,no,B,
European starling,Sturnus vulgaris,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,80,15,20,no,B,
Masked booby,Sula dactylatra,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,1739.2,25.5,,no,B,
Nazca booby,Sula granti,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,1754,21,,no,B,
Brown booby,Sula leucogaster,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,1134,28.5,,no,B,
Blue-footed booby,Sula nebouxii,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,1530,18,,no,B,
Red-footed booby,Sula sula,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,1017,23,,no,B,
Northern hawk-owl,Surnia ulula,Animalia,Chordata,Aves,Strigiformes,Strigidae,Surnia,320,16.2,,no,B,
Hume's Whitethroat,Sylvia althaea,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,12.2375,7.91667,,no,B,
Blackcap,Sylvia atricapilla,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,16.7,13.8,,no,B,
Garden warbler,Sylvia borin,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,24.6,,24,no,B,
"Common whitethroat, or Whitethroat",Sylvia communis,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,17.7,9,,no,B,
Lesser whitethroat,Sylvia curruca,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,11.4,9,,no,B,
Sardinian warbler,Sylvia melanocephala,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,11.7,8.3,,no,B,
Desert Whitethroat,Sylvia minula,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,12.075,7.91667,,no,B,
Barred warbler,Sylvia nisoria,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,22.5,11.9,,no,B,
Yellow-billed kingfisher,Syma torotoro,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Syma,40.65,5.7,,no,B,
Spot-winged Monarch,Symposiachrus guttula,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Symposiachrus,16.275,7,,no,B,
Ancient Murrelet,Synthliboramphus antiquus,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Synthliboramphus,206,5,,no,B,
Xantus' murrelet,Synthliboramphus hypoleucus,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Synthliboramphus,167,15,,no,B,
Scripps's Murrelet,Synthliboramphus scrippsi,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Synthliboramphus,167,15,,no,B,
Japanese Murrelet,Synthliboramphus wumizusume,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Synthliboramphus,202,5,,no,B,
Reeves's pheasant,Syrmaticus reevesii,Animalia,Chordata,Aves,Galliformes,Phasianidae,Syrmaticus,1239,9.2,,no,B,
Little grebe,Tachybaptus ruficollis,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,174,17.5,,no,B,
Tricolored Grebe,Tachybaptus tricolor,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,174,17.5,,no,B,
Tree swallow,Tachycineta bicolor,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,19,12.1,,no,B,
Violet-green swallow,Tachycineta thalassina,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,14.2,9.1,,no,B,
Fuegian Steamer Duck,Tachyeres pteneres,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tachyeres,4688.5,10.2,,no,B,
Alpine Swift,Tachymarptis melba,Animalia,Chordata,Aves,Apodiformes,Apodidae,Tachymarptis,97.8333,26,,no,B,
South African Shelduck,Tadorna cana,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,1378,10.0833,,no,B,
Common shelduck,Tadorna tadorna,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,1152,24.8,,no,B,
Australian shelduck,Tadorna tadornoides,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,1364,13.1,,no,B,
Paradise Shelduck,Tadorna variegata,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,1415,11.1667,,no,B,
Double-barred finch,Taeniopygia bichenovii,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia,9.5,5.4,,no,C,
Zebra finch,Taeniopygia guttata,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia,12,5,14.5,no,A,
Red-necked Tanager,Tangara cyanocephala,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,18,7.5,,no,B,
Great-billed parrot,Tanygnathus megalorynchos,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Tanygnathus,325,,23,no,B,
Blue-backed parrot,Tanygnathus sumatranus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Tanygnathus,270.5,,14.4,no,B,
Common Paradise Kingfisher,Tanysiptera galatea,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Tanysiptera,60,5.58333,,no,B,
Biak Paradise Kingfisher,Tanysiptera riedelii,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Tanysiptera,60,5.58333,,no,B,
Buff-breasted paradise kingfisher,Tanysiptera sylvia,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Tanysiptera,49.725,9,,no,B,
Knysna Turaco,Tauraco corythaix,Animalia,Chordata,Aves,Musophagiformes,Musophagidae,Tauraco,310.5,12.4,,no,B,
White-cheeked turaco,Tauraco leucotis,Animalia,Chordata,Aves,Musophagiformes,Musophagidae,Tauraco,265,,12.4,no,B,
Black-crowned Tchagra,Tchagra senegalus,Animalia,Chordata,Aves,Passeriformes,Malaconotidae,Tchagra,49.85,6.08333,,no,B,
Laysan finch,Telespiza cantans,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Telespiza,33.3,,12,no,B,
Nihoa finch,Telespiza ultima,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Telespiza,24.5,12,,no,B,
Sri Lanka Woodshrike,Tephrodornis affinis,Animalia,Chordata,Aves,Passeriformes,Tephrodornithidae,Tephrodornis,22,6.25,,no,B,
Common Woodshrike,Tephrodornis pondicerianus,Animalia,Chordata,Aves,Passeriformes,Tephrodornithidae,Tephrodornis,22,6.25,,no,B,
Bateleur,Terathopius ecaudatus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Terathopius,2200,55,,no,C,
Western capercaillie,Tetrao urogallus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tetrao,2950,,18,no,B,
Hazel grouse,Tetrastes bonasia,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tetrastes,429,7.2,,no,B,
Buller's Albatross,Thalassarche bulleri,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,2871.25,30,,no,B,
Indian yellow-nosed albatross,Thalassarche carteri,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,2115,27.7,,no,B,
Shy albatross,Thalassarche cauta,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,4012.5,30.9,,no,B,
Yellow-nosed albatross,Thalassarche chlororhynchos,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,3890,37,,no,B,
Grey-headed albatross,Thalassarche chrysostoma,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,3753,47.2,,no,B,
Chatham Albatross,Thalassarche eremita,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,4012.5,40,,no,B,
Campbell albatross,Thalassarche impavida,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,3440,34.2,,no,B,
Black-browed albatross,Thalassarche melanophris,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,3232,43.7,,no,B,
Salvin's Albatross,Thalassarche salvini,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,4012.5,40,,no,B,
Cabot's Tern,Thalasseus acuflavidus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,208,30.8,,no,B,
Lesser crested tern,Thalasseus bengalensis,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,213,14,,no,B,
Greater crested tern,Thalasseus bergii,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,334.5,32.2,,no,B,
Elegant tern,Thalasseus elegans,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,251,20.9,,no,B,
Royal tern,Thalasseus maximus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,373,28.6,,no,B,
Sandwich tern,Thalasseus sandvicensis,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,250,30.8,,no,B,
Antarctic petrel,Thalassoica antarctica,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Thalassoica,687.5,15,,no,B,
Blue-crowned Parakeet,Thectocercus acuticaudatus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Thectocercus,171,31,,no,B,
Andean Ibis,Theristicus branickii,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Theristicus,1492,34.5,,no,B,
Buff-necked ibis,Theristicus caudatus,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Theristicus,1726,,22,no,B,
